DATE,TIME,Month,TRANSACTION_TYPE,AMOUNT,DESCRIPTION,TRANSACTION_ID,UTR_NUMBER,PAID_BY,Is_Weekend
"Feb 12, 2025",02:33 PM,,DEBIT,35,Paid to Swad Restaurant,T2502121433180589088582,090821565177,XXXXXX8597,false
"Feb 12, 2025",12:22 PM,,DEBIT,107,Paid to HOTEL KRISHNA PANJABI TADKA,T2502121222362331912129,401316444907,XXXXXX8597,false
"Feb 12, 2025",11:09 AM,,DEBIT,500,Paid to Shantanu Shahane  Mit,T2502121109351599165638,753468326646,XXXXXX8597,false
"Feb 12, 2025",11:08 AM,,DEBIT,1,Paid to Shantanu Shahane  Mit,T2502121108201205773493,465453449498,XXXXXX8597,false
"Feb 12, 2025",07:52 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2502120752384900684724,644315887421,XXXXXX8597,false
"Feb 11, 2025",09:37 PM,,DEBIT,60,Paid to Premachi kulfi,T2502112137265831550042,290699519374,XXXXXX8597,false
"Feb 11, 2025",05:29 PM,,DEBIT,10,Paid to M M FOODS,T2502111729464288628518,495996658554,XXXXXX8597,false
"Feb 11, 2025",02:00 PM,,DEBIT,10,Paid to BHARAT PRAVIN PUROHIT,T2502111400092751088508,283240017277,XXXXXX8597,false
"Feb 11, 2025",01:59 PM,,DEBIT,10,Paid to BHARAT PRAVIN PUROHIT,T2502111359391045660530,243841161261,XXXXXX8597,false
"Feb 11, 2025",12:02 PM,,DEBIT,40,Paid to Mr YASH DILIP DONGARE1,T2502111202099591535987,443742063572,XXXXXX8597,false
"Feb 11, 2025",08:56 AM,,DEBIT,24,Paid to abhinandan kadak special chaha and cafe,T2502110856502493420693,387039582378,XXXXXX8597,false
"Feb 10, 2025",10:11 PM,,DEBIT,15,Paid to Swad Restaurant,T2502102211189882854880,818221187958,XXXXXX8597,false
"Feb 10, 2025",09:36 PM,,DEBIT,78,Paid to Swad Restaurant,T2502102136521048615831,033614294513,XXXXXX8597,false
"Feb 10, 2025",03:36 PM,,DEBIT,20,Paid to DYP SMART STORE,T2502101536203088277433,780022052444,XXXXXX8597,false
"Feb 10, 2025",12:12 PM,,DEBIT,20,Paid to DYP SMART STORE,T2502101212477653198173,077499860453,XXXXXX8597,false
"Feb 10, 2025",12:11 PM,,DEBIT,120,Paid to DYP SMART STORE,T2502101211187325465525,160133489758,XXXXXX8597,false
"Feb 10, 2025",11:39 AM,,DEBIT,26,Paid to DYP SMART STORE,T2502101139387081474035,262767464096,XXXXXX8597,false
"Feb 10, 2025",10:52 AM,,DEBIT,20,Paid to DYP SMART STORE,T2502101052407772898065,222684170374,XXXXXX8597,false
"Feb 10, 2025",10:46 AM,,DEBIT,40,Paid to DYP SMART STORE,T2502101046302556786693,342272092906,XXXXXX8597,false
"Feb 10, 2025",10:26 AM,,DEBIT,20,Paid to DYP SMART STORE,T2502101025550158126194,269774825137,XXXXXX8597,false
"Feb 10, 2025",05:03 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2502100503330800720297,698810004604,XXXXXX8597,false
"Feb 09, 2025",08:25 PM,,DEBIT,90,Paid to Arjun chavan (Topper),T2502092025529902635173,715180813505,XXXXXX8597,true
"Feb 09, 2025",08:24 PM,,DEBIT,150,Paid to HOTEL KRISHNA PANJABI TADKA,T2502092024481118961224,148931748982,XXXXXX8597,true
"Feb 09, 2025",03:31 PM,,DEBIT,15,Paid to Swad Restaurant,T2502091531545574483878,112475618149,XXXXXX8597,true
"Feb 09, 2025",11:05 AM,,DEBIT,120,Paid to Swad Restaurant,T2502091104548599137551,491157914827,XXXXXX8597,true
"Feb 08, 2025",10:56 PM,,DEBIT,40,Paid to abhinandan kadak special chaha and cafe,T2502082256346469518563,568266684566,XXXXXX8597,true
"Feb 08, 2025",11:06 AM,,DEBIT,40,Paid to DEEPAK GUNAWANTRAO PATWARI,T2502081106136495210100,952335070197,XXXXXX8597,true
"Feb 07, 2025",08:07 PM,,DEBIT,100,Paid to HOTEL KRISHNA PANJABI TADKA,T2502072007175651680822,610065651010,XXXXXX8597,false
"Feb 07, 2025",05:40 PM,,DEBIT,3,Paid to abhinandan kadak special chaha and cafe,T2502071740308173977630,532021161775,XXXXXX8597,false
"Feb 07, 2025",05:38 PM,,DEBIT,36,Paid to abhinandan kadak special chaha and cafe,T2502071738316283152308,430437995851,XXXXXX8597,false
"Feb 07, 2025",01:53 PM,,DEBIT,100,Paid to Swad Restaurant,T2502071353484092059389,556650056680,XXXXXX8597,false
"Feb 07, 2025",10:26 AM,,DEBIT,12,Paid to R K ENTERPRISES,T2502071023120433648657,937228382322,XXXXXX8597,false
"Feb 07, 2025",12:36 AM,,CREDIT,20,Received from Harshal Harshal,T2502070036389928524443,219679028086,XXXXXX8597,false
"Feb 06, 2025",08:58 PM,,DEBIT,100,Paid to KRISHNA PUNJABI TADKA,T2502062058385016451734,157494628353,XXXXXX8597,false
"Feb 06, 2025",08:27 PM,,DEBIT,57,Paid to Arjun chavan (Topper),T2502062026566330019309,255884297772,XXXXXX8597,false
"Feb 06, 2025",05:53 PM,,DEBIT,24,Paid to abhinandan kadak special chaha and cafe,T2502061753411458323064,051779890147,XXXXXX8597,false
"Feb 06, 2025",02:51 PM,,DEBIT,20,Paid to Swad Restaurant,T2502061451406546362820,045701708685,XXXXXX8597,false
"Feb 06, 2025",02:12 PM,,DEBIT,30,Paid to Kaustubh Narwade,T2502061412245925511243,836655160797,XXXXXX8597,false
"Feb 06, 2025",01:06 PM,,DEBIT,20,Paid to Swad Restaurant,T2502061306066314177389,945318038484,XXXXXX8597,false
"Feb 06, 2025",11:08 AM,,DEBIT,60,Paid to Swad Restaurant,T2502061108011873432332,845270957681,XXXXXX8597,false
"Feb 05, 2025",08:08 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2502050807558941507672,978928354620,XXXXXX8597,false
"Feb 04, 2025",09:51 PM,,DEBIT,5,Paid to Swad Restaurant,T2502042151232732824248,395582594296,XXXXXX8597,false
"Feb 04, 2025",09:50 PM,,DEBIT,15,Paid to Swad Restaurant,T2502042150321336043957,826687128413,XXXXXX8597,false
"Feb 04, 2025",08:09 PM,,DEBIT,114,Paid to HOTEL KRISHNA PANJABI TADKA,T2502042009525124622233,223446655554,XXXXXX8597,false
"Feb 04, 2025",05:06 PM,,DEBIT,40,Paid to Swad Restaurant,T2502041706443004898952,200594134266,XXXXXX8597,false
"Feb 04, 2025",02:50 PM,,DEBIT,28,Paid to PRABHAT SUPERMARKET,T2502041450322420843901,681446717397,XXXXXX8597,false
"Feb 04, 2025",02:48 PM,,CREDIT,10,Received from SANGRAM SONBARAO MORE,T2502041448287066984211,227798490355,XXXXXX8597,false
"Feb 04, 2025",02:44 PM,,DEBIT,35,Paid to SOPAN GENBA PADALE,T2502041444379972623258,506239822528,XXXXXX8597,false
"Feb 04, 2025",02:37 PM,,DEBIT,600,Paid to Strength Nutrition & wellness store,T2502041437083426099668,550483880077,XXXXXX8597,false
"Feb 04, 2025",07:57 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2502040757376200499111,649642932563,XXXXXX8597,false
"Feb 03, 2025",08:10 PM,,DEBIT,30,Paid to Swad Restaurant,T2502032010527397492315,727860322897,XXXXXX8597,false
"Feb 03, 2025",07:43 PM,,DEBIT,114,Paid to HOTEL KRISHNA PANJABI TADKA,T2502031943415790618299,298048377026,XXXXXX8597,false
"Feb 03, 2025",07:01 PM,,DEBIT,25,Paid to Satyam Medico,T2502031901000582171383,271369306657,XXXXXX8597,false
"Feb 03, 2025",03:26 PM,,DEBIT,15,Paid to Arjun chavan (Topper),T2502031526133831654184,372824415607,XXXXXX8597,false
"Feb 02, 2025",08:59 PM,,DEBIT,30,Paid to RAJKUMAR VINAYAK KADAM,T2502022059191569369780,789302919942,XXXXXX8597,true
"Feb 02, 2025",07:50 PM,,DEBIT,121,Paid to HOTEL KRISHNA PANJABI TADKA,T2502021950125067779578,515625858402,XXXXXX8597,true
"Feb 02, 2025",05:50 PM,,DEBIT,39,Paid to Ajinkya 2,T2502021750463062736906,045067326195,XXXXXX8597,true
"Feb 02, 2025",05:50 PM,,DEBIT,1,Paid to Ajinkya 2,T2502021750062787058431,910843106246,XXXXXX8597,true
"Feb 02, 2025",01:41 PM,,CREDIT,103,Received from Dhanesh Dinesh Shingade,T2502021341380767471200,106059664344,XXXXXX8597,true
"Feb 02, 2025",07:51 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2502020751161517058830,530315884708,XXXXXX8597,true
"Feb 01, 2025",10:11 PM,,CREDIT,140,Received from ATHARVA SURESH CHAUDHARI,T2502012211552428504996,503260570529,XXXXXX8597,true
"Feb 01, 2025",08:26 PM,,DEBIT,231,Paid to HOTEL VAISHALI -2,T2502012026363114314321,097393442221,XXXXXX8597,true
"Feb 01, 2025",07:25 PM,,DEBIT,120,Paid to OAM INDUSTRIES I PVT LTD,T2502011925096014820205,774178097322,XXXXXX8597,true
"Feb 01, 2025",04:31 PM,,DEBIT,10,Paid to IRCTC UTS,T2502011631301814112358,766340015667,XXXXXX8597,true
"Feb 01, 2025",01:07 PM,,DEBIT,10,Paid to Swad Restaurant,T2502011307098957200834,990337012778,XXXXXX8597,true
"Feb 01, 2025",01:04 PM,,DEBIT,30,Paid to Swad Restaurant,T2502011304312981432715,950190238781,XXXXXX8597,true
"Feb 01, 2025",07:51 AM,,DEBIT,24,Paid to abhinandan kadak special chaha and cafe,T2502010751162268098038,634149932337,XXXXXX8597,true
"Jan 31, 2025",09:45 PM,,DEBIT,25,Paid to Laxmi Mart,T2501312145308034179830,930434219352,XXXXXX8597,false
"Jan 31, 2025",09:08 PM,,CREDIT,5,",000Received from Sameer Joshi",T2501312108438642150788,210510721295,XXXXXX8597,false
"Jan 31, 2025",08:32 PM,,DEBIT,700,Paid to Pranav Patil ☠☠,T2501312032538116407618,209628831960,XXXXXX8597,false
"Jan 31, 2025",08:03 PM,,DEBIT,100,Paid to HOTEL HARI OM,T2501312003453424668811,305746564249,XXXXXX8597,false
"Jan 31, 2025",06:53 PM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2501311852595364823660,116018267220,XXXXXX8597,false
"Jan 31, 2025",12:50 PM,,DEBIT,100,Paid to Pakaram,T2501311250348346895009,083750421764,XXXXXX8597,false
"Jan 31, 2025",07:52 AM,,DEBIT,24,Paid to abhinandan kadak special chaha and cafe,T2501310752391471828386,933527966349,XXXXXX8597,false
"Jan 30, 2025",08:04 PM,,DEBIT,50,Paid to Swad Restaurant,T2501302004384810697449,468615630472,XXXXXX8597,false
"Jan 30, 2025",07:54 PM,,DEBIT,100,Paid to KRISHNA PUNJABI TADKA,T2501301954104444413923,427099597374,XXXXXX8597,false
"Jan 30, 2025",04:37 PM,,DEBIT,20,Paid to CAFE TIMELESS,T2501301637479046064203,512010547235,XXXXXX8597,false
"Jan 30, 2025",01:49 PM,,DEBIT,15,Paid to Pranav Gaikwad Media Boi Trustworthy,T2501301349226979010401,246567423125,XXXXXX8597,false
"Jan 30, 2025",11:54 AM,,DEBIT,20,Paid to MATAJI STATIONERY,T2501301154338915171500,832789881326,XXXXXX8597,false
"Jan 29, 2025",10:02 PM,,DEBIT,20,Paid to Swad Restaurant,T2501292202205450999948,905239287597,XXXXXX8597,false
"Jan 29, 2025",04:37 PM,,DEBIT,20,Paid to CAFE TIMELESS,T2501291637299616956223,639111128421,XXXXXX8597,false
"Jan 29, 2025",08:08 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2501290808053354193228,756270854676,XXXXXX8597,false
"Jan 28, 2025",07:59 PM,,DEBIT,64,Paid to Pranav Patil ☠☠,T2501281959092555274585,234782032295,XXXXXX8597,false
"Jan 28, 2025",03:52 PM,,DEBIT,15,Paid to Swad Restaurant,T2501281552303864487183,292636256518,XXXXXX8597,false
"Jan 28, 2025",11:22 AM,,DEBIT,60,Paid to Swad Restaurant,T2501281122302445771392,987422123106,XXXXXX8597,false
"Jan 28, 2025",07:52 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2501280752035833324388,132644841540,XXXXXX8597,false
"Jan 27, 2025",05:56 PM,,DEBIT,10,Paid to Swad Restaurant,T2501271756447898583180,029862764594,XXXXXX8597,false
"Jan 27, 2025",05:54 PM,,DEBIT,500,Paid to Miss VEDIKA MAHENDRA WANI,T2501271754470177220973,933877808186,XXXXXX8597,false
"Jan 27, 2025",05:45 PM,,CREDIT,50,Received from Senpai,T2501271744555767608048,550948227317,XXXXXX8597,false
"Jan 27, 2025",08:18 AM,,DEBIT,15,Paid to Malhari chay,T2501270817589703424062,773934305637,XXXXXX8597,false
"Jan 27, 2025",08:05 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2501270805154758390452,223074498557,XXXXXX8597,false
"Jan 26, 2025",11:48 AM,,DEBIT,60,Paid to Swad Restaurant,T2501261148140308108516,699916277579,XXXXXX8597,true
"Jan 26, 2025",07:47 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2501260747423451405594,299896103502,XXXXXX8597,true
"Jan 25, 2025",09:53 PM,,DEBIT,70,Paid to HUNGER HOPE,T2501252152590403474531,945156807714,XXXXXX8597,true
"Jan 25, 2025",08:09 PM,,DEBIT,180,Paid to KRISHNA PUNJABI TADKA,T2501252009319321325630,261249774410,XXXXXX8597,true
"Jan 25, 2025",11:04 AM,,DEBIT,60,Paid to Yashdeep,T2501251104537188531548,694794172176,XXXXXX8597,true
"Jan 25, 2025",04:55 AM,,DEBIT,36,Paid to abhinandan kadak special chaha and cafe,T2501250455519760002218,406741720238,XXXXXX8597,true
"Jan 24, 2025",08:31 PM,,DEBIT,20,Paid to Swad Restaurant,T2501242031407910057733,500173055297,XXXXXX8597,false
"Jan 24, 2025",01:18 PM,,DEBIT,60,Paid to Rugved Deepak Patil,T2501241318235040340089,556539941693,XXXXXX8597,false
"Jan 24, 2025",10:17 AM,,DEBIT,13,Paid to Dinesh,T2501241017461718256391,745447215523,XXXXXX8597,false
"Jan 24, 2025",10:12 AM,,DEBIT,15,Paid to DYP SMART STORE,T2501241012371117919990,452170685488,XXXXXX8597,false
"Jan 24, 2025",08:12 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2501240812211470667681,770716961787,XXXXXX8597,false
"Jan 23, 2025",11:01 PM,,DEBIT,40,Paid to abhinandan kadak special chaha and cafe,T2501232301291040110944,356642619196,XXXXXX8597,false
"Jan 23, 2025",08:57 PM,,DEBIT,50,Paid to Pranav Patil ☠☠,T2501232056568514106091,747251033237,XXXXXX8597,false
"Jan 23, 2025",06:18 PM,,CREDIT,1,",000Received from Prasad Hange",T2501231818058897905797,482432799356,XXXXXX8597,false
"Jan 23, 2025",01:10 PM,,DEBIT,20,Paid to Swad Restaurant,T2501231309562507943167,816675240116,XXXXXX8597,false
"Jan 23, 2025",12:56 PM,,DEBIT,57,Paid to Arjun chavan (Topper),T2501231255572419546576,608102045232,XXXXXX8597,false
"Jan 22, 2025",10:18 PM,,DEBIT,20,Paid to Saniket,T2501222218294818481898,406995200361,XXXXXX8597,false
"Jan 22, 2025",08:40 PM,,CREDIT,50,Received from Pranav Patil ☠☠,T2501222040137292010962,988630297550,XXXXXX8597,false
"Jan 22, 2025",01:00 PM,,DEBIT,50,Paid to Pranav Patil ☠☠,T2501221259589418842428,472405924578,XXXXXX8597,false
"Jan 22, 2025",08:13 AM,,DEBIT,24,Paid to abhinandan kadak special chaha and cafe,T2501220813333114867809,513721140223,XXXXXX8597,false
"Jan 21, 2025",10:03 PM,,DEBIT,64,Paid to Arjun chavan (Topper),T2501212203270501589209,740280120042,XXXXXX8597,false
"Jan 21, 2025",09:04 PM,,DEBIT,40,Paid to Nand dugdhalay,T2501212104421093415762,668074759071,XXXXXX8597,false
"Jan 21, 2025",07:21 PM,,DEBIT,50,Paid to Arjun chavan (Topper),T2501211921243518000750,741420481757,XXXXXX8597,false
"Jan 21, 2025",09:33 AM,,CREDIT,5,",000Received from Sameer Joshi",T2501210933003748931183,628036114554,XXXXXX8597,false
"Jan 20, 2025",08:07 PM,,DEBIT,80,Paid to Pranav Patil ☠☠,T2501202006595247796831,070202651045,XXXXXX8597,false
"Jan 20, 2025",05:04 PM,,DEBIT,12,Paid to Arjun chavan (Topper),T2501201704225421906848,540048448283,XXXXXX8597,false
"Jan 20, 2025",05:03 PM,,DEBIT,60,Paid to Swad Restaurant,T2501201703427025092619,219269754735,XXXXXX8597,false
"Jan 20, 2025",05:02 PM,,CREDIT,215,Received from Harshal Harshal,T2501201702509773367656,594059756373,XXXXXX8597,false
"Jan 17, 2025",08:33 PM,,DEBIT,95,Paid to Arjun chavan (Topper),T2501172033235729101665,326992447645,XXXXXX8597,false
"Jan 17, 2025",08:05 PM,,CREDIT,50,Received from Arjun chavan (Topper),T2501172005398919120079,407623393011,XXXXXX8597,false
"Jan 16, 2025",08:33 PM,,DEBIT,30,Paid to ANJALI SHASHIKANT AWARI,T2501162033478737781810,398576474067,XXXXXX8597,false
"Jan 16, 2025",08:15 PM,,CREDIT,55,Received from Arjun chavan (Topper),T2501162015360939750906,926203224595,XXXXXX8597,false
"Jan 16, 2025",01:41 PM,,DEBIT,15,Paid to Swad Restaurant,T2501161341079348960404,769773114061,XXXXXX8597,false
"Jan 16, 2025",01:22 PM,,DEBIT,60,Paid to Swad Restaurant,T2501161322474683480915,111840069381,XXXXXX8597,false
"Jan 15, 2025",09:09 PM,,DEBIT,140,Paid to KHUSH PUNAMCHAND NAHAR,R10252501152109425432653646,960698078679,XXXXXX8597,false
"Jan 15, 2025",05:57 PM,,DEBIT,15,Paid to Swad Restaurant,T2501151756586848382190,391319250152,XXXXXX8597,false
"Jan 14, 2025",08:14 PM,,DEBIT,160,Paid to KHUSH PUNAMCHAND NAHAR,R10252501142014329222039675,828288121050,XXXXXX8597,false
"Jan 14, 2025",01:02 PM,,CREDIT,50,Received from Yash Matre,T2501141302389337293020,922501755738,XXXXXX8597,false
"Jan 14, 2025",07:55 AM,,DEBIT,12,Paid to abhinandan kadak special chaha and cafe,T2501140755105213830588,347684194830,XXXXXX8597,false
"Jan 13, 2025",07:47 PM,,DEBIT,156,Paid to Swad Restaurant,T2501131947302138073904,528941244581,XXXXXX8597,false
"Jan 13, 2025",11:08 AM,,DEBIT,60,Paid to Swad Restaurant,T2501131108464561484027,506368191855,XXXXXX8597,false
"Jan 12, 2025",09:29 PM,,DEBIT,160,Paid to KHUSH PUNAMCHAND NAHAR,R10252501122129558495244815,546433839484,XXXXXX8597,true
"Jan 12, 2025",01:39 PM,,DEBIT,80,Paid to KHUSH PUNAMCHAND NAHAR,T2501121339311705757744,566679565863,XXXXXX8597,true
"Jan 11, 2025",09:28 PM,,DEBIT,70,Paid to Swad Restaurant,T2501112128070680280838,046061788500,XXXXXX8597,true
"Jan 11, 2025",08:16 PM,,DEBIT,5,Paid to Indian Railways,T2501112016123733775705,487387984931,XXXXXX8597,true
"Jan 11, 2025",07:39 PM,,DEBIT,20,Paid to DHANESH WATUMAL DEVNANI,T2501111939336327815675,735477566118,XXXXXX8597,true
"Jan 11, 2025",07:33 PM,,DEBIT,5,Paid to IRCTC UTS,T2501111933196857539699,069845401920,XXXXXX8597,true
"Jan 11, 2025",03:16 PM,,DEBIT,20,Paid to Ajinkya 2,T2501111516295051008510,993358801197,XXXXXX8597,true
"Jan 11, 2025",11:14 AM,,DEBIT,5,Paid to IRCTC UTS,T2501111114059862783254,628135055451,XXXXXX8597,true
"Jan 11, 2025",11:11 AM,,DEBIT,120,Paid to Arjun chavan (Topper),T2501111111562649434741,423775786887,XXXXXX8597,true
"Jan 10, 2025",08:36 PM,,DEBIT,10,Paid to KHUSH PUNAMCHAND NAHAR,T2501102036398137272657,285813578497,XXXXXX8597,false
"Jan 10, 2025",08:36 PM,,DEBIT,100,Paid to KHUSH PUNAMCHAND NAHAR,T2501102036027642638261,752161645024,XXXXXX8597,false
"Jan 10, 2025",02:25 PM,,CREDIT,82,Received from ATHARVA SURESH CHAUDHARI,T2501101425276538380226,501097510946,XXXXXX8597,false
"Jan 09, 2025",10:31 PM,,CREDIT,80,Received from Arjun chavan (Topper),T2501092231167499638989,770040270208,XXXXXX8597,false
"Jan 09, 2025",12:50 PM,,DEBIT,120,Paid to Arjun chavan (Topper),T2501091250360407879072,236519979884,XXXXXX8597,false
"Jan 08, 2025",11:20 PM,,DEBIT,449,Paid to Udemy India LLP,T2501082320467990612017,128937971579,XXXXXX8597,false
"Jan 08, 2025",10:18 PM,,DEBIT,4,Paid to abhinandan kadak special chaha and cafe,T2501082218330091921123,442686452327,XXXXXX8597,false
"Jan 08, 2025",08:56 PM,,CREDIT,80,Received from ATHARVA SURESH CHAUDHARI,T2501082056361672254819,500843988421,XXXXXX8597,false
"Jan 07, 2025",09:06 PM,,CREDIT,80,Received from Arjun chavan (Topper),T2501072106175397477441,910513406374,XXXXXX8597,false
"Jan 07, 2025",12:55 PM,,DEBIT,100,Paid to HOTEL KRISHNA PANJABI TADKA,T2501071255118772123084,704274603478,XXXXXX8597,false
